,order,captiontime,caption,command,speed,item,m1,lorr,boxnum,emojistella,emojiben,who,talk,fadebefore,fadewho,fadeframe,fadetime,xstella,ystella,xstellasay,ystellasay,xben,yben,xbensay,ybensay,xm1,ym1,xitem,yitem,xleft,yleft,xright,yright,time,autotime,musictip,music,musictime,musicwait
24530,3135,,,,6,,,9,,134,109,ben,假如是你，你没谈过恋爱,,,,,,,,,,,,,,,,,,,,,,11,,,,
24540,3136,,,,6,,,9,,134,109,ben,平时不和人说话，终于有了喜欢的人,,,,,,,,,,,,,,,,,,,,,,16,,,,
24550,3137,,,,6,,,9,,134,109,ben,第一次见面就飞一千公里去见她，会紧张的吧？,,,,,,,,,,,,,,,,,,,,,,21,,,,
24560,3138,,,,6,,,,,134,109,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24570,3139,,,,6,,,9,,134,109,ben,也想表现自己嘛，想让你喜欢上我,,,,,,,,,,,,,,,,,,,,,,15,,,,
24580,3140,,,,6,,,9,,134,109,ben,就,,,,,,,,,,,,,,,,,,,,,,6,,,,
24590,3141,,,,6,,,9,,134,109,ben,肯定和平时不一样了,,,,,,,,,,,,,,,,,,,,,,9,,,,
24600,3142,,,,6,,,,,134,109,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24610,3143,,,,6,,,9,,134,109,ben,我不知道你不喜欢，我早知道早不这样了,,,,,,,,,,,,,,,,,,,,,,18,,,,
24620,3144,,,,6,,,,,134,109,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24630,3145,,,,6,,,10,,135,109,stella,……,,,,,,,,,,,,,,,,,,,,,,2,,,,
24640,3146,,,,6,,,10,,134,109,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24650,3147,,,,6,,,,,134,109,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24660,3148,,,,6,,,9,,134,109,ben,Stella,,,,,,,,,,,,,,,,,,,,,,6,,,,
24670,3149,,,,6,,,9,,134,109,ben,我想问你个问题,,,,,,,,,,,,,,,,,,,,,,7,,,,
24680,3150,,,,6,,,10,,135,109,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24690,3151,,,,6,,,9,,134,109,ben,嗯……,,,,,,,,,,,,,,,,,,,,,,7,,,,
24700,3152,,,,6,,,9,,134,109,ben,你说你不喜欢我，为什么这几天还一直,,,,,,,,,,,,,,,,,,,,,,17,,,,
24710,3153,,,,5,,,9,,134,109,ben,对我很好,,,,,,,,,,,,,,,,,,,,,,4,,,,
24720,3154,,,,6,,,,,134,109,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24730,3155,,,,6,,,10,,136,109,stella,你说的啊，如果想逃就告诉自己不是不喜欢你，是因为回避,,,,,,,,,,,,,,,,,,,,,,17,,,,
24740,3156,,,,6,,,9,,136,109,ben,啊,,,,,,,,,,,,,,,,,,,,,,1,,,,
24750,3157,,,,6,,,9,,136,109,ben,你一直记得啊,,,,,,,,,,,,,,,,,,,,,,6,,,,
24760,3158,,,,6,,,,,137,109,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24770,3159,,,,6,,,9,,137,109,ben,我这几天,,,,,,,,,,,,,,,,,,,,,,4,,,,
24780,3160,,,,6,,,9,,137,109,ben,就是亲近你还是会让你想逃吗？,,,,,,,,,,,,,,,,,,,,,,14,,,,
24790,3161,,,,6,,,10,,137,109,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24800,3162,,,,6,,,9,,137,109,ben,你一直都忍着吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
24810,3163,,,,6,,,10,,137,109,stella,嗯,,,,,,,,,,,,,,,,,,,,,,1,,,,
24820,3164,,,,6,,,9,,137,109,ben,对不起,,,,,,,,,,,,,,,,,,,,,,3,,,,
24830,3165,,,,6,,,9,,137,109,ben,可是,,,,,,,,,,,,,,,,,,,,,,2,,,,
24840,3166,,,,6,,,9,,137,109,ben,就是,,,,,,,,,,,,,,,,,,,,,,2,,,,
24850,3167,,,,5,,,9,,137,109,ben,那个，你别生气，不是也有你主动的时候吗？,,,,,,,,,,,,,,,,,,,,,,20,,,,
24860,3168,,,,6,,,,,138,109,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
met1final4,3169,200,害羞,,6,,,16,,,,stella,哎呀你不要让我说,,,,,,,,,,,,,,,,,,,,,,8,,,,
24880,3170,,,offposition,6,,78,special,,,,,,,fadein,,80,,,1277,433,,,555,411,382,219,,,,,,,,0,,,,
24890,3171,,,,6,,77,10,,,,stella,我是不是很作,,,,,,,,,,,,,,,,,,,,,,6,,,,
24900,3172,,,,6,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24910,3173,,,,6,,77,2,,,,ben,这不怪你,,,,,,,,,,,,,,,,,,,,,,4,,,,
24920,3174,,,,6,,77,2,,,,ben,是回避嘛,,,,,,,,,,,,,,,,,,,,,,4,,,,
24930,3175,,,,6,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24940,3176,,,,6,,77,10,,,,stella,你相信有回避吗？,,,,,,,,,,,,,,,,,,,,,,8,,,,
24950,3177,,,,6,,77,2,,,,ben,相信啊,,,,,,,,,,,,,,,,,,,,,,3,,,,
24960,3178,,,,6,,77,10,,,,stella,回避听起来就像 找借口,,,,,,,,,word,,,,,,,,,,,,,11,,,,
24970,3179,,,,6,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
24980,3180,,,,6,,77,2,,,,ben,说实话我确实理解不了为什么会害怕喜欢的人喜欢自己,,,,,,,,,,,,,,,,,,,,,,24,,,,
24990,3181,,,,6,,77,2,,,,ben,要是别人说我肯定不信，但你说的我信,,,,,,,,,,,,,,,,,,,,,,17,,,,
25000,3182,,,,6,,77,10,,,,stella,为什么,,,,,,,,,,,,,,,,,,,,,,3,,,,
25010,3183,,,,6,,77,2,,,,ben,因为是你说的,,,,,,,,,,,,,,,,,,,,,,6,,,,
25020,3184,,,,6,,77,10,,,,stella,这算什么理由,,,,,,,,,,,,,,,,,,,,,,6,,,,
25030,3185,,,,6,,77,2,,,,ben,充分理由,,,,,,,,,,,,,,,,,,,,,,4,,,,
25040,3186,,,,6,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
25050,3187,,,,6,,77,2,,,,ben,我看网上说回避其实是因为害怕对方离开的自我保护,,,,,,,,,,,,,,,,,,,,,,23,,,,
25060,3188,,,,6,,77,2,,,,ben,只要我让你相信我不会离开你，你就不会害怕了,,,,,,,,,,,,,,,,,,,,,,21,,,,
25070,3189,,,,6,,77,2,,,,ben,我会努力的,,,,,,,,,,,,,,,,,,,,,,5,,,,
25080,3190,,,,6,,77,10,,,,stella,会很苦哦,,,,,,,,,,,,,,,,,,,,,,4,,,,
25090,3191,,,,6,,77,2,,,,ben,没关系,,,,,,,,,,,,,,,,,,,,,,3,,,,
25100,3192,,,,6,,77,2,,,,ben,这是我之前那么对你的报应,,,,,,,,,,,,,,,,,,,,,,12,,,,
25110,3193,,,,6,,77,2,,,,ben,以后换我来追你 好不好,,,,,,,,,word,,,,,,,,,,,,,11,,,,
25120,3194,,,,6,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
25130,3195,,,,6,,78,special,,,,,,,fadeoutsave,,300,,,,,,,,,,,,,,,,,,0,,,,
cpt4,3196,,,,6,,,special,,,,chapter,Chapter 4,,,,,,,,,,,,,,,,,,,,,,9,,,,
4backhome,3197,,,olposition,6,,,r,1,,,ben,到家了,,,,,,,,,,,,landr,,,960,540,650,125,1260,125,,8,,,,
uu1001,3198,,,,6,,,lemoji,2,,,stella,3,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1002,3199,,,,6,,,l,3,,,stella,辛苦啦,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1003,3200,,,,6,,,r,4,,,ben,什么时候可以再见你啊,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu1004,3201,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1005,3202,,,,6,,,l,2,,,stella,才分开几个小时呀,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1006,3203,,,,6,,,r,3,,,ben,是吗，感觉已经过去一年了,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
uu1007,3204,400,需补充表情,cleanolall,6,,,lemoji,1,,,stella,4,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1008,3205,,,,6,,,r,2,,,ben,什么时候啊,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1009,3206,,,,6,,,l,3,,,stella,嗯……,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1010,3207,,,cleanolall,6,,,l,1,,,stella,至少新年之后吧,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1011,3208,,,,6,,,l,2,,,stella,要回家,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1012,3209,,,,6,,,r,3,,,ben,好吧,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1013,3210,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4snow,3211,400,分镜渐入,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1015,3212,,,,6,,,r,1,,,ben,我这下雪了,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1016,3213,,,,6,,,l,2,,,stella,好看吗,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1017,3214,,,,6,,,l,3,,,stella,拍给我看~,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1018,3215,300,雪景照片,,6,,,remoji,4,,,ben,12,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1019,3216,,,cleanolall,6,,,l,1,,,stella,好看,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1020,3217,,,,6,,,l,2,,,stella,我没看过雪呢,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1021,3218,,,,6,,,r,3,,,ben,你没看过雪？,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1022,3219,,,,6,,,l,4,,,stella,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1023,3220,,,cleanolall,6,,,l,1,,,stella,只在电视里看过,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1024,3221,,,,6,,,r,2,,,ben,那还是要亲身感受一下的，和看的完全不一样,,,,,,,,,,,,landr,,,,,,,,,,20,,,,
uu1025,3222,,,,6,,,r,3,,,ben,我还是挺喜欢雪天的,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1026,3223,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1027,3224,,,,6,,,l,1,,,stella,问你个问题,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1028,3225,,,,6,,,r,2,,,ben,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1029,3226,,,,6,,,l,3,,,stella,冬天和夏天，如果选一个你喜欢哪个季节？,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1030,3227,,,,6,,,r,4,,,ben,春天或者秋天吧，不冷也不热,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1031,3228,,,cleanolall,6,,,l,1,,,stella,不行，冬天或者夏天,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1032,3229,,,,6,,,r,2,,,ben,那夏天,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1033,3230,,,,6,,,l,3,,,stella,好~,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1034,3231,,,,6,,,l,4,,,stella,我也是,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1035,3232,,,,6,,,l,1,,,stella,喜欢阳光,,,,,cleanol1,,,,,,,landr,,,,,,,,,,4,,,,
uu1036,3233,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1037,3234,,,,6,,,l,1,,,stella,不对,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1038,3235,,,,6,,,l,2,,,stella,你刚才还说喜欢下雪,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1039,3236,,,,6,,,r,3,,,ben,不矛盾,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1040,3237,,,,6,,,r,4,,,ben,下雪是气象，夏天是季节,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1041,3238,,,cleanolall,6,,,r,1,,,ben,算了,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1042,3239,,,,6,,,r,2,,,ben,确实没有很喜欢下雪，只是想见你,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu1043,3240,,,,6,,,lemoji,3,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1044,3241,,,cleanolall,6,,,r,1,,,ben,来嘛我招待你,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1045,3242,,,,6,,,r,2,,,ben,或者如果碰不到下雪的话,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1046,3243,,,,6,,,r,3,,,ben,你什么时候有时间，哪里下大雪我们就去哪,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
uu1047,3244,,,,6,,,l,4,,,stella,很浪漫呢,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1048,3245,,,cleanolall,6,,,r,1,,,ben,不看雪看别的也行，什么都行,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1049,3246,,,,6,,,r,2,,,ben,只要和你一起，什么时候去哪里都行,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
uu1050,3247,,,,6,,,l,3,,,stella,真的吗？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1051,3248,,,,6,,,r,4,,,ben,真的,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1052,3249,,,cleanolall,6,,,l,1,,,stella,我也想和你一起,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1053,3250,,,,6,,,remoji,2,,,ben,2,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1054,3251,,,,6,,,r,3,,,ben,什么时候,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1055,3252,,,,6,,,l,4,,,stella,现在不行,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1056,3253,,,cleanolall,6,,,r,1,,,ben,那你答应我,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1057,3254,,,,6,,,lemoji,2,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1058,3255,,,,6,,,l,3,,,stella,答应你,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1059,3256,400,分镜渐出,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1060,3257,,,,6,42,,special,,,,130,battery,,,,140,,,,,,,,,,,,,,,,,,7,,,,
4letter,3258,400,分镜渐入,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1062,3259,,,,6,,,l,1,,,stella,你一直呆在家里不会闷吗？,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu1063,3260,,,,6,,,r,2,,,ben,不会,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1064,3261,,,,6,,,r,3,,,ben,我可以几个月不出门,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1065,3262,,,,6,,,l,4,,,stella,我不行呢,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1066,3263,,,,6,,,l,1,,,stella,会闷死的,,,,,cleanol1,,,,,,,landr,,,,,,,,,,4,,,,
uu1067,3264,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1068,3265,,,,6,,,l,1,,,stella,不会孤独吗？,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1069,3266,,,,6,,,r,2,,,ben,我有你呀,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1070,3267,,,,6,,,l,3,,,stella,以前呢？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1071,3268,,,,6,,,r,4,,,ben,以前没有你,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1072,3269,,,cleanolall,6,,,l,1,,,stella,哎呀,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1073,3270,,,,6,,,l,2,,,stella,你怎么这么,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1074,3271,,,,6,,,r,3,,,ben,什么,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1075,3272,,,,6,,,l,4,,,stella,看你写的东西绝对想不到你说话是这样的,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu1076,3273,,,cleanolall,6,,,r,1,,,ben,正常,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1077,3274,,,,6,,,r,2,,,ben,写作品是给所有人看的，这个是只给你看的,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
uu10777,3275,,,,6,,,r,3,,,ben,当然不一样,,,,,,,,,,,,,,,,,,,,,,,,,,
uu1078,3276,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1079,3277,,,,6,,,l,1,,,stella,写的很好呢,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1080,3278,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1081,3279,,,,6,,,l,1,,,stella,喂,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1082,3280,,,,6,,,l,2,,,stella,你真的没有谈过恋爱吗,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu1083,3281,,,,6,,,l,3,,,stella,你怎么这么熟练啊,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1084,3282,,,,6,,,r,4,,,ben,没有过,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1085,3283,,,cleanolall,6,,,r,1,,,ben,不需要熟练,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1086,3284,,,,6,,,r,2,,,ben,感觉到什么就说什么就可以了,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1087,3285,,,,6,,,l,3,,,stella,真的吗？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1088,3286,,,,6,,,r,4,,,ben,真的,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1089,3287,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1090,3288,,,,6,,,l,2,,,stella,你有这种技能只给一个人用不觉得亏吗？,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1091,3289,,,,6,,,r,3,,,ben,说了啊，感觉到什么说什么,,,,,,,,,,,,landr,,,,,,,,,,12,,,,
uu1092,3290,,,,6,,,r,4,,,ben,和别人感觉不到怎么说呢,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1093,3291,400,分镜渐出,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1094,3292,,,,6,41,,special,ilikeyou,,,70,battery,,,,90,,,,,,,,70,,,,,,,,,,7,,,,
uu1095,3293,700,伴随电池消失分镜快速渐入,,6,,,special,,,,,,,fadein,,50,,,,,,,,,,,,,,,,,,0,,,,
4z1,3294,,,,6,,,l,1,,,stella,你送给我好多东西呀,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1097,3295,,,,6,,,l,2,,,stella,好多箱子,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1098,3296,,,,6,,,r,3,,,ben,喜欢吗？,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1099,3297,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1100,3298,,,,6,,,l,2,,,stella,喜欢,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1101,3299,,,cleanolall,6,,,l,1,,,stella,今天没有过节呀,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1102,3300,,,,6,,,r,2,,,ben,不需要非得过节,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1103,3301,,,,6,,,r,3,,,ben,就像回家看到蛋糕店就给你带一个,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu1104,3302,,,,6,,,r,4,,,ben,的感觉,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1105,3303,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1106,3304,,,,6,,,l,2,,,stella,你不是说礼物是消费主义陷阱嘛,,,,,,,,,,,,landr,,,,,,,,,,14,,,,
uu1107,3305,,,,6,,,r,3,,,ben,那,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1108,3306,,,,6,,,r,4,,,ben,确实是,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1109,3307,,,cleanolall,6,,,r,1,,,ben,但我这个不算礼物,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu1110,3308,,,,6,,,r,2,,,ben,就是,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1111,3309,,,,6,,,r,3,,,ben,带蛋糕嘛,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1112,3310,,,cleanolall,6,,,r,1,,,ben,我觉得好的东西也给你带一个,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1113,3311,,,,6,,,r,2,,,ben,如果你因为它开心我就也开心,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1114,3312,,,,6,,,r,3,,,ben,这样,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1115,3313,,,,6,,,lemoji,4,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1116,3314,,,cleanolall,6,,,l,1,,,stella,其实这才是真正的礼物呀,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1117,3315,,,,6,,,l,2,,,stella,你讨厌的那个礼物应该叫人情,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1118,3316,,,,6,,,r,3,,,ben,有道理,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1119,3317,,,cleanolall,6,,,r,1,,,ben,你说得对,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1120,3318,,,,6,,,r,2,,,ben,我道歉,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1121,3319,,,,6,,,lemoji,3,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1122,3320,,,cleanolall,6,,,l,1,,,stella,那你想要我送你礼物吗？,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1123,3321,,,,6,,,r,2,,,ben,嗯…,,,,,,,,,,,,landr,,,,,,,,,,2,,,,
uu1124,3322,,,,6,,,r,3,,,ben,我好像没什么想要的东西,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1125,3323,,,cleanolall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1126,3324,,,,6,,,r,1,,,ben,做我女朋友可以吗？,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1127,3325,,,,6,,,l,2,,,stella,不可以哦,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1128,3326,,,,6,,,remoji,3,,,ben,5,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1129,3327,,,cleanolall,8,,,r,1,,,ben,那可以涨一点好感吗？,,,,,,,,,,,,landr,,,,,,,,,,10,,,,
uu1130,3328,,,,8,,,r,2,,,ben,攒够了就答应我,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1131,3329,,,,6,,,lemoji,3,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1132,3330,400,分镜渐出,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1133,3331,,,,6,43,,special,,,,990,battery,,,,200,,,,,,,,990,,,,,,,,,,7,,,,
4whycreate,3332,400,分镜渐入,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1135,3333,,,,6,,,l,1,,,stella,问你个问题,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1136,3334,,,,6,,,r,2,,,ben,嗯,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1137,3335,,,,6,,,l,3,,,stella,你为什么创作,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1138,3336,,,,6,,,r,4,,,ben,为了部落,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1139,3337,,,cleanolall,6,,,lemoji,1,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1140,3338,,,,6,,,l,2,,,stella,你好好说,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1141,3339,,,,6,,,r,3,,,ben,为了登顶作家富豪榜,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1142,3340,,,,6,,,r,4,,,ben,然后假装还是穷鬼参加上流社会人上人大派对,,,,,,,,,,,,landr,,,,,,,,,,20,,,,
uu1143,3341,,,cleanolall,6,,,r,1,,,ben,等被四大家族疯狂羞辱以后亮出身份,,,,,,,,,,,,landr,,,,,,,,,,16,,,,
uu1144,3342,,,,6,,,r,2,,,ben,说三十年河东，三十年河西，莫欺少年穷！,,,,,,,,,,,,landr,,,,,,,,,,19,,,,
uu1145,3343,,,,6,,,r,3,,,ben,然后看他们跪下说：你就是龙王？,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu1146,3344,,,,6,,,lemoji,4,,,stella,1,,,,,,,,,,,,landr,,,,,,,,,,1,,,,
uu1147,3345,,,cleanolall,6,,,l,1,,,stella,你再这样不跟你说了,,,,,,,,,,,,landr,,,,,,,,,,9,,,,
uu1148,3346,,,,6,,,r,2,,,ben,干嘛这么严肃,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1149,3347,,,,6,,,l,3,,,stella,就是想知道嘛,,,,,,,,,,,,landr,,,,,,,,,,6,,,,
uu1150,3348,,,,6,,,r,4,,,ben,我想想,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1151,3349,,,cleanolall,6,,,r,1,,,ben,嗯,,,,,,,,,,,,landr,,,,,,,,,,7,,,,
uu1152,3350,,,,6,,,r,2,,,ben,嗯,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
uu1153,3351,,,,6,,,r,3,,,ben,因为喜欢,,,,,,,,,,,,landr,,,,,,,,,,4,,,,
uu1154,3352,,,cleanolall,6,,,r,1,,,ben,为赚钱也好，为出名也好,,,,,,,,,,,,landr,,,,,,,,,,11,,,,
uu1155,3353,,,,6,,,r,2,,,ben,或者为了帮助别人，为了正义,,,,,,,,,,,,landr,,,,,,,,,,13,,,,
uu1156,3354,,,,6,,,r,3,,,ben,那这些才是你的目的，创作是手段,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu1157,3355,,,,6,,,r,4,,,ben,我不是，我的话创作本身就是目的,,,,,,,,,,,,landr,,,,,,,,,,15,,,,
uu1158,3356,,,cleanolall,6,,,r,1,,,ben,我就是喜欢把我想出来的东西做出来这件事本身,,,,,,,,,,,,landr,,,,,,,,,,21,,,,
uu1159,3357,,,,6,,,r,2,,,ben,别的奖励有当然好,,,,,,,,,,,,landr,,,,,,,,,,8,,,,
uu1160,3358,,,,6,,,r,3,,,ben,但没有也行,,,,,,,,,,,,landr,,,,,,,,,,5,,,,
uu1161,3359,,,cleanolall,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
uu1162,3360,,,,6,,,l,1,,,stella,很好呢,,,,,,,,,,,,landr,,,,,,,,,,3,,,,
